OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.500667	0.507	0.517333	0.738333	0
0.501	0.504667	0.518	0.742	0
0.502333	0.506	0.520667	0.754	0
0.501333	0.503667	0.512	0.721667	0
0.502	0.506333	0.523333	0.758	0
0.501667	0.503333	0.511667	0.720667	0
0.502333	0.503333	0.511	0.720333	0
0.500333	0.505667	0.52	0.742	0
0.501333	0.504667	0.518333	0.742667	0
0.501	0.506667	0.531	0.760667	0
0.501667	0.504	0.511	0.721	0
0.503667	0.506667	0.522333	0.757667	0
0.500667	0.504667	0.513667	0.721	0
0.501	0.507333	0.526667	0.76	0
0.501333	0.505333	0.528333	0.758333	0
0.501	0.505	0.511	0.721333	0
0.501	0.508	0.529333	0.761667	0
0.501333	0.506667	0.521667	0.749667	0
0.501333	0.505667	0.524333	0.753	0
0.501333	0.503667	0.511	0.719333	0
0.501667	0.503	0.512	0.719333	0
0.502	0.505667	0.51	0.719667	0
0.502333	0.503333	0.511333	0.720667	0
0.502	0.504	0.509333	0.718	0
0.500333	0.505333	0.520333	0.740667	0
0.501	0.504	0.521667	0.747333	0
0.501	0.504667	0.521	0.747333	0
0.500333	0.507	0.529	0.759333	0
0.501	0.504667	0.510333	0.719667	0
0.501667	0.505	0.524	0.751667	0
0.500667	0.505	0.511667	0.720333	0
0.501	0.505	0.511333	0.721667	0
0.501667	0.507667	0.523	0.757667	0
0.501333	0.506333	0.523667	0.755333	0
0.500667	0.506667	0.518	0.737667	0
0.501667	0.507	0.523667	0.759	0
0.501333	0.507	0.523667	0.757	0
0.501	0.507667	0.527333	0.760667	0
0.501667	0.506333	0.524333	0.759667	0
0.502	0.505667	0.524	0.757667	0
0.501	0.504667	0.520333	0.746333	0
0.501333	0.506667	0.521333	0.748667	0
0.502333	0.503333	0.510333	0.719333	0
0.500333	0.507333	0.528667	0.759667	0
0.501333	0.508	0.524	0.757667	0
0.502	0.505667	0.523333	0.751667	0
0.503333	0.507	0.522	0.756667	0
0.503667	0.507	0.522	0.757333	0
0.501333	0.508333	0.526667	0.761	0
0.501	0.506667	0.527	0.759667	0
0.500667	0.507667	0.525667	0.758	0
0.502	0.505667	0.525	0.758333	0
0.501	0.504	0.512	0.719667	0
0.501333	0.505333	0.511667	0.722667	0
0.500667	0.504667	0.519667	0.745333	0
0.501333	0.505	0.52	0.746667	0
0.501333	0.509	0.527667	0.761333	0
0.501	0.506667	0.522333	0.75	0
0.501	0.507	0.516667	0.735	0
0.501	0.506667	0.516333	0.734	0
0.501333	0.506667	0.529	0.76	0
0.501333	0.507	0.524333	0.758333	0
0.502	0.506667	0.520667	0.752	0
0.503	0.506	0.519667	0.754	0
0.501333	0.505667	0.524	0.752667	0
0.503333	0.506	0.513333	0.724667	0
0.503	0.506	0.513333	0.724333	0
0.501333	0.504	0.510667	0.718	0
0.501667	0.503	0.511667	0.717	0
0.501333	0.504	0.512	0.722333	0
0.502	0.505333	0.509667	0.719	0
0.501667	0.505667	0.509333	0.719	0
0.502333	0.503	0.511667	0.72	0
0.501333	0.504	0.509667	0.717	0
0.501667	0.504333	0.509333	0.717667	0
0.501	0.504667	0.518333	0.742333	0
0.501	0.504333	0.519333	0.741333	0
0.501333	0.504333	0.521	0.746333	0
0.501667	0.505	0.520667	0.747	0
0.500333	0.506667	0.528667	0.758667	0
0.501333	0.504667	0.51	0.718667	0
0.501667	0.506333	0.524667	0.762667	0
0.502667	0.506667	0.523667	0.761	0
0.502333	0.506667	0.524	0.762	0
0.500667	0.503667	0.52	0.738333	1
0.501667	0.503333	0.52	0.739667	0
0.502	0.503667	0.519333	0.738333	0
0.501	0.504	0.520333	0.740333	0
0.501	0.504	0.52	0.739667	0
0.500333	0.509	0.523	0.753333	0
0.501	0.508667	0.522667	0.753333	0
0.500667	0.508	0.523	0.752333	0
0.501	0.509	0.523333	0.753667	0
0.500667	0.508	0.523667	0.752667	0
0.501	0.504333	0.514333	0.721333	0
0.501	0.504333	0.515667	0.721667	0
0.502	0.507	0.520667	0.754	0
0.502333	0.506333	0.520667	0.755333	0
0.502	0.506	0.521333	0.756	0
0.500667	0.504667	0.511667	0.72	0
